county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,FIPs,climate_zone,matched_station_fip,distance
Carter,Carter,Carter County,47019,TN,Tennessee,36.2928,-82.1275,56314,G4700190,4A,G4701630,22.80389142
Scott,Scott,Scott County,21209,KY,Kentucky,38.2915,-84.5839,56267,G2102090,4A,G2100670,17.89163653
Marion,Marion,Marion County,54049,WV,West Virginia,39.51,-80.2434,56256,G5400490,5A,G5400330,14.83529601
Cherokee,Cherokee,Cherokee County,45021,SC,South Carolina,35.0481,-81.6206,56204,G4500210,4A,G3700450,14.44366489
Hardin,Hardin,Hardin County,48199,TX,Texas,30.3324,-94.3902,56124,G4801990,2A,G4802450,21.72732836
Pearl River,Pearl River,Pearl River County,28109,MS,Mississippi,30.7688,-89.5896,55972,G2801090,2A,G2201030,34.01997057
Whiteside,Whiteside,Whiteside County,17195,IL,Illinois,41.7562,-89.9141,55932,G1701950,5A,G1701950,16.01063921
Taney,Taney,Taney County,29213,MO,Missouri,36.6548,-93.0411,55854,G2902130,4A,G0500090,28.34724588
Iron,Iron,Iron County,49021,UT,Utah,37.8592,-113.2895,55839,G4900210,5B,G4900210,17.05229448
Lafayette,Lafayette,Lafayette County,28071,MS,Mississippi,34.3568,-89.485,55727,G2800710,3A,G2800710,3.78241334
Eagle,Eagle,Eagle County,8037,CO,Colorado,39.6279,-106.6954,55693,G0800370,6B,G0800370,15.4035299
La Plata,La Plata,La Plata County,8067,CO,Colorado,37.2866,-107.8433,55673,G0800670,5B,G0800670,11.48259017
Campbell,Campbell,Campbell County,51031,VA,Virginia,37.2053,-79.0966,55656,G5100310,4A,G5100310,11.38286948
Waller,Waller,Waller County,48473,TX,Texas,30.0108,-95.9876,55505,G4804730,2A,G4804730,15.78932788
Hancock,Hancock,Hancock County,23009,ME,Maine,44.6643,-68.3585,55417,G2300090,6A,G2300190,29.08295734
Lenoir,Lenoir,Lenoir County,37107,NC,North Carolina,35.2388,-77.6412,55344,G3701070,3A,G3701910,23.54877999
Tuolumne,Tuolumne,Tuolumne County,6109,CA,California,38.0276,-119.9548,55243,G0601090,4B,G0601090,31.83126953
Seneca,Seneca,Seneca County,39147,OH,Ohio,41.1239,-83.1277,55166,G3901470,5A,G3901010,35.40533793
Franklin,Franklin,Franklin County,51067,VA,Virginia,36.992,-79.8811,54829,G5100670,4A,G5107700,23.22344542
Grady,Grady,Grady County,40051,OK,Oklahoma,35.0169,-97.8841,54739,G4000510,3A,G4000510,8.118856126
Saline,Saline,Saline County,20169,KS,Kansas,38.7838,-97.65,54378,G2001690,4A,G2001690,1.120511852
Jefferson,Jefferson,Jefferson County,47089,TN,Tennessee,36.051,-83.4463,54358,G4700890,4A,G4700090,40.5271241
Loudon,Loudon,Loudon County,47105,TN,Tennessee,35.7348,-84.3119,54349,G4701050,4A,G4700010,20.67047453
Camden,Camden,Camden County,13039,GA,Georgia,30.9306,-81.6699,54256,G1300390,2A,G1301270,24.63011816
Watauga,Watauga,Watauga County,37189,NC,North Carolina,36.2311,-81.6964,54077,G3701890,5A,G3701890,3.863585863
Dickson,Dickson,Dickson County,47043,TN,Tennessee,36.149,-87.3567,54000,G4700430,4A,G4701250,32.95963579
Washington,Washington,Washington County,51191,VA,Virginia,36.7244,-81.9598,53997,G5101910,4A,G5101910,5.816727343
Johnson,Johnson,Johnson County,29101,MO,Missouri,38.7441,-93.8064,53889,G2901010,4A,G2901010,2.769780806
Jackson,Jackson,Jackson County,17077,IL,Illinois,37.7851,-89.3821,53676,G1700770,4A,G1700770,9.143820176
Boone,Boone,Boone County,17007,IL,Illinois,42.3231,-88.8234,53592,G1700070,5A,G1702010,20.94084191
Fulton,Fulton,Fulton County,36035,NY,New York,43.1138,-74.4222,53588,G3600350,5A,G3600010,49.85253269
Pulaski,Pulaski,Pulaski County,29169,MO,Missouri,37.8246,-92.2076,53460,G2901690,4A,G2901690,8.171044273
Elko,Elko,Elko County,32007,NV,Nevada,41.1457,-115.3577,53420,G3200070,5B,G3200070,37.01060681
Roane,Roane,Roane County,47145,TN,Tennessee,35.8479,-84.5232,53313,G4701450,4A,G4700010,23.44175327
Tuscola,Tuscola,Tuscola County,26157,MI,Michigan,43.4641,-83.4167,53288,G2601570,5A,G2601570,2.057076101
Gila,Gila,Gila County,4007,AZ,Arizona,33.7997,-110.8116,53211,G0400070,4B,G0400070,48.28231461
McMinn,McMinn,McMinn County,47107,TN,Tennessee,35.4248,-84.6175,53065,G4701070,4A,G4700650,48.5432457
Coffee,Coffee,Coffee County,1031,AL,Alabama,31.4027,-85.9882,53043,G0100310,3A,G0100450,16.72145707
Jessamine,Jessamine,Jessamine County,21113,KY,Kentucky,37.8721,-84.5809,53016,G2101130,4A,G2100670,11.22983843
Ashland,Ashland,Ashland County,39005,OH,Ohio,40.846,-82.2707,52658,G3900050,5A,G3901390,17.20350039
Jackson,Jackson,Jackson County,1071,AL,Alabama,34.7795,-85.9994,52548,G0100710,3A,G0100490,28.5885525
Rusk,Rusk,Rusk County,48401,TX,Texas,32.1077,-94.7618,52542,G4804010,3A,G4804010,6.765876269
Kerr,Kerr,Kerr County,48265,TX,Texas,30.0615,-99.35,52411,G4802650,3B,G4802650,19.24933167
St. Charles,St. Charles,St. Charles Parish,22089,LA,Louisiana,29.9055,-90.3582,52411,G2200890,2A,G2200510,9.218939747
Washington,Washington,Washington County,40147,OK,Oklahoma,36.7152,-95.9044,52382,G4001470,3A,G4001130,8.120569753
Columbia,Columbia,Columbia County,41009,OR,Oregon,45.9438,-123.0883,52381,G4100090,4C,G5300150,14.90393041
Grundy,Grundy,Grundy County,17063,IL,Illinois,41.2851,-88.4185,52364,G1700630,5A,G1700630,10.23038431
Worcester,Worcester,Worcester County,24047,MD,Maryland,38.2128,-75.334,52322,G2400470,4A,G2400450,15.06507474
St. Martin,St. Martin,St. Martin Parish,22099,LA,Louisiana,30.1291,-91.6083,52222,G2200990,2A,G2200550,26.78242581
Grant,Grant,Grant County,55043,WI,Wisconsin,42.8675,-90.7062,52210,G5500430,6A,G5500430,20.04989651
Hoke,Hoke,Hoke County,37093,NC,North Carolina,35.0175,-79.2373,52169,G3700930,3A,G3700510,17.47834969
Calumet,Calumet,Calumet County,55015,WI,Wisconsin,44.0816,-88.2181,52128,G5500150,6A,G5500870,23.72953604
Harrisonburg,Harrisonburg,Harrisonburg City,51660,VA,Virginia,38.4361,-78.8735,52062,G5106600,4A,G5100030,35.61205331
Culpeper,Culpeper,Culpeper County,51047,VA,Virginia,38.486,-77.9558,52021,G5100470,4A,G5100470,7.271214312
Navarro,Navarro,Navarro County,48349,TX,Texas,32.047,-96.4725,51908,G4803490,3A,G4803490,5.202864385
Warren,Warren,Warren County,19181,IA,Iowa,41.3343,-93.5615,51862,G1901810,5A,G1901530,15.06598529
Darke,Darke,Darke County,39037,OH,Ohio,40.1333,-84.6194,51839,G3900370,5A,G3900370,7.775489308
Ogle,Ogle,Ogle County,17141,IL,Illinois,42.0426,-89.3207,51787,G1701410,5A,G1702010,18.74975589
Waupaca,Waupaca,Waupaca County,55135,WI,Wisconsin,44.4705,-88.9648,51769,G5501350,6A,G5501350,10.24828624
Cass,Cass,Cass County,26027,MI,Michigan,41.9154,-85.9935,51632,G2600270,5A,G1801410,26.86296562
Columbus,Columbus,Columbus County,37047,NC,North Carolina,34.2656,-78.655,51474,G3700470,3A,G3700470,4.181488161
Oktibbeha,Oktibbeha,Oktibbeha County,28105,MS,Mississippi,33.425,-88.8793,51339,G2801050,3A,G2800870,20.56711981
Franklin,Franklin,Franklin County,21073,KY,Kentucky,38.2392,-84.877,51319,G2100730,4A,G2100730,4.15789849
Wayne,Wayne,Wayne County,42127,PA,Pennsylvania,41.6487,-75.3033,51244,G4201270,6A,G3601050,34.99231794
Henry,Henry,Henry County,51089,VA,Virginia,36.6828,-79.874,51077,G5100890,4A,G5100890,10.5849263
Madison,Madison,Madison County,16065,ID,Idaho,43.7841,-111.6592,50979,G1600650,6B,G1600650,10.59346746
Venango,Venango,Venango County,42121,PA,Pennsylvania,41.401,-79.758,50810,G4201210,5A,G4201210,7.232211429
Bristol,Bristol,Bristol County,44001,RI,Rhode Island,41.7173,-71.284,50672,G4400010,5A,G4400050,6.73204905
Cherokee,Cherokee,Cherokee County,48073,TX,Texas,31.837,-95.1652,50564,G4800730,2A,G4800730,4.270402114
Dearborn,Dearborn,Dearborn County,18029,IN,Indiana,39.1452,-84.9732,50494,G1800290,4A,G2100150,22.2015294
Medina,Medina,Medina County,48325,TX,Texas,29.3557,-99.1101,50458,G4803250,2B,G4803250,4.429792528
Somerset,Somerset,Somerset County,23025,ME,Maine,45.5139,-69.9589,50424,G2300250,6A,G2300110,70.44289473
Gibson,Gibson,Gibson County,47053,TN,Tennessee,35.9966,-88.9326,50278,G4700530,4A,G4701130,27.9368072
Knox,Knox,Knox County,17095,IL,Illinois,40.9318,-90.2132,50193,G1700950,5A,G1700950,15.20322071
Nye,Nye,Nye County,32023,NV,Nevada,38.0423,-116.4719,50096,G3200230,5B,G3200230,42.75660363
Carroll,Carroll,Carroll County,33003,NH,New Hampshire,43.8738,-71.2031,49961,G3300030,6A,G2300170,19.4176738
Lamar,Lamar,Lamar County,48277,TX,Texas,33.6673,-95.5712,49932,G4802770,3A,G4802770,8.712327791
Winona,Winona,Winona County,27169,MN,Minnesota,43.9869,-91.7792,49889,G2701690,6A,G2701690,7.942950443
Lincoln,Lincoln,Lincoln County,41041,OR,Oregon,44.642,-123.8682,49866,G4100410,4C,G4100410,13.10290896
Buffalo,Buffalo,Buffalo County,31019,NE,Nebraska,40.8551,-99.075,49840,G3100190,5A,G3100190,9.782474637
Duplin,Duplin,Duplin County,37061,NC,North Carolina,34.9365,-77.933,49836,G3700610,3A,G3700610,5.54774709
St. Mary,St. Mary,St. Mary Parish,22101,LA,Louisiana,29.7206,-91.4485,49818,G2201010,2A,G2201130,47.37282176
Bedford,Bedford,Bedford County,47003,TN,Tennessee,35.5138,-86.4589,49754,G4700030,4A,G4701490,34.51143015
Franklin,Franklin,Franklin County,50011,VT,Vermont,44.8576,-72.9131,49752,G5000110,6A,G5000110,13.8033567
Queen Anne's,Queen Anne's,Queen Anne's County,24035,MD,Maryland,39.068,-76.0203,49702,G2400350,4A,G2400350,22.72886278
Newaygo,Newaygo,Newaygo County,26123,MI,Michigan,43.5542,-85.8009,49653,G2601230,6A,G2601230,16.12212528
Edgecombe,Edgecombe,Edgecombe County,37065,NC,North Carolina,35.9129,-77.5971,49609,G3700650,3A,G3701270,20.85477006
Montgomery,Montgomery,Montgomery County,36057,NY,New York,42.9023,-74.4397,49539,G3600570,5A,G3600010,45.48309373
Dale,Dale,Dale County,1045,AL,Alabama,31.4318,-85.611,49443,G0100450,3A,G0100450,6.268047175
Henry,Henry,Henry County,17073,IL,Illinois,41.3531,-90.1314,49412,G1700730,5A,G1701610,27.47805657
Wilson,Wilson,Wilson County,48493,TX,Texas,29.174,-98.0866,49374,G4804930,2A,G4800290,27.63634963
Polk,Polk,Polk County,48373,TX,Texas,30.7927,-94.83,49372,G4803730,2A,G4800050,31.1092544
Halifax,Halifax,Halifax County,37083,NC,North Carolina,36.2574,-77.6517,49291,G3700830,4A,G3700830,5.152692636
Laurens,Laurens,Laurens County,13175,GA,Georgia,32.4637,-82.9222,49202,G1301750,3A,G1301750,8.185145531
Douglas,Douglas,Douglas County,32005,NV,Nevada,38.9123,-119.6162,49158,G3200050,5B,G3205100,20.99192705
Vernon,Vernon,Vernon Parish,22115,LA,Louisiana,31.1083,-93.1843,49064,G2201150,3A,G2201150,4.242332062
Fremont,Fremont,Fremont County,8043,CO,Colorado,38.4731,-105.4395,49007,G0800430,5B,G0800930,40.23176253
Logan,Logan,Logan County,40083,OK,Oklahoma,35.9193,-97.4433,49005,G4000830,3A,G4000830,5.126876804
Henry,Henry,Henry County,18065,IN,Indiana,39.9311,-85.3964,48857,G1800650,5A,G1800350,20.95146257
Curry,Curry,Curry County,35009,NM,New Mexico,34.5742,-103.347,48716,G3500090,4B,G3500090,13.38660615
Atascosa,Atascosa,Atascosa County,48013,TX,Texas,28.8935,-98.5272,48684,G4800130,2A,G4800130,4.214156778
Tioga,Tioga,Tioga County,36107,NY,New York,42.1703,-76.3063,48567,G3601070,6A,G3600070,22.56806159
Boyd,Boyd,Boyd County,21019,KY,Kentucky,38.3596,-82.6878,48447,G2100190,4A,G5400990,9.543768542
Le Flore,Le Flore,Le Flore County,40079,OK,Oklahoma,34.9003,-94.7034,48436,G4000790,3A,G4000790,10.10844315
Burnet,Burnet,Burnet County,48053,TX,Texas,30.7884,-98.1823,48424,G4800530,3A,G4800530,4.902622075
Lincoln,Lincoln,Lincoln Parish,22061,LA,Louisiana,32.6016,-92.6649,48415,G2200610,3A,G2200610,8.062489107
Crittenden,Crittenden,Crittenden County,5035,AR,Arkansas,35.2057,-90.3078,48338,G0500350,3A,G0500350,7.068938557
Shelby,Shelby,Shelby County,39149,OH,Ohio,40.3316,-84.2048,48307,G3901490,5A,G3900370,24.29160602
Whitman,Whitman,Whitman County,53075,WA,Washington,46.9012,-117.523,48197,G5300750,5B,G5300750,30.6301355
Carter,Carter,Carter County,40019,OK,Oklahoma,34.2509,-97.2858,48102,G4000190,3A,G4000190,13.35827332
Jackson,Jackson,Jackson County,12063,FL,Florida,30.7954,-85.2155,48067,G1200630,2A,G1200630,3.554295828
Greene,Greene,Greene County,36039,NY,New York,42.2765,-74.1227,48026,G3600390,5A,G3600010,39.63343463
Franklin,Franklin,Franklin County,36033,NY,New York,44.5929,-74.3038,47996,G3600330,6A,G3600330,15.86221993
Val Verde,Val Verde,Val Verde County,48465,TX,Texas,29.8929,-101.1517,47767,G4804650,2B,G4804650,39.32678053
Bedford,Bedford,Bedford County,42009,PA,Pennsylvania,40.0065,-78.4903,47729,G4200090,5A,G4200130,23.23163329
Coles,Coles,Coles County,17029,IL,Illinois,39.5203,-88.2217,47542,G1700290,5A,G1700290,4.963203043
Bingham,Bingham,Bingham County,16011,ID,Idaho,43.2166,-112.3981,47540,G1600110,5B,G1600770,25.00778012
Shelby,Shelby,Shelby County,21211,KY,Kentucky,38.2155,-85.1948,47523,G2102110,4A,G2100730,20.29299915
Goodhue,Goodhue,Goodhue County,27049,MN,Minnesota,44.4097,-92.7229,47503,G2700490,6A,G5500930,20.60502483
Santa Cruz,Santa Cruz,Santa Cruz County,4023,AZ,Arizona,31.526,-110.8465,47463,G0400230,3B,G0400230,7.262659159
Chenango,Chenango,Chenango County,36017,NY,New York,42.4935,-75.6116,47407,G3600170,6A,G3600070,32.05802894
Cherokee,Cherokee,Cherokee County,40021,OK,Oklahoma,35.9067,-94.9997,47307,G4000210,3A,G4000210,1.570846283
Noble,Noble,Noble County,18113,IN,Indiana,41.3986,-85.4175,47293,G1801130,5A,G1800330,25.25820744
Cortland,Cortland,Cortland County,36023,NY,New York,42.595,-76.0703,46984,G3600230,6A,G3600070,26.85061739
Campbell,Campbell,Campbell County,56005,WY,Wyoming,44.2482,-105.5482,46758,G5600050,6B,G5600050,7.116263156
Allegany,Allegany,Allegany County,36003,NY,New York,42.2574,-78.0276,46654,G3600030,6A,G3600030,10.52175044
Charlottesville,Charlottesville,Charlottesville City,51540,VA,Virginia,38.0375,-78.4855,46597,G5105400,4A,G5100030,3.04690044
Clinton,Clinton,Clinton County,19045,IA,Iowa,41.898,-90.532,46589,G1900450,5A,G1900450,14.47995983
Barron,Barron,Barron County,55005,WI,Wisconsin,45.4237,-91.8483,46529,G5500050,6A,G5500050,5.218440697
Bonner,Bonner,Bonner County,16017,ID,Idaho,48.3,-116.6011,46481,G1600170,6B,G1600170,2.843621396
Nelson,Nelson,Nelson County,21179,KY,Kentucky,37.8052,-85.466,46440,G2101790,4A,G2101110,32.03037779
Auglaize,Auglaize,Auglaize County,39011,OH,Ohio,40.5609,-84.2217,46282,G3900110,5A,G3900030,16.87833334
Marshall,Marshall,Marshall County,18099,IN,Indiana,41.3248,-86.2618,46175,G1800990,5A,G1800490,18.73217116
Mifflin,Mifflin,Mifflin County,42087,PA,Pennsylvania,40.6104,-77.617,46156,G4200870,5A,G4200270,23.11652267
Osage,Osage,Osage County,40113,OK,Oklahoma,36.6292,-96.3985,46140,G4001130,3A,G4001130,28.5319318
Monroe,Monroe,Monroe County,55081,WI,Wisconsin,43.9458,-90.6178,46091,G5500810,6A,G5500810,8.043323496
Stevens,Stevens,Stevens County,53065,WA,Washington,48.3991,-117.8552,46057,G5300650,6B,G5300630,42.27273805
Monroe,Monroe,Monroe County,47123,TN,Tennessee,35.4427,-84.2527,46041,G4701230,4A,G3700390,31.82200842
Beltrami,Beltrami,Beltrami County,27007,MN,Minnesota,47.9738,-94.9377,46033,G2700070,7,G2700070,31.54783571
Logan,Logan,Logan County,39091,OH,Ohio,40.3885,-83.7658,45997,G3900910,5A,G3900030,28.54407797
Jackson,Jackson,Jackson County,18071,IN,Indiana,38.9064,-86.0375,45948,G1800710,4A,G1801050,43.17863753
Hancock,Hancock,Hancock County,28045,MS,Mississippi,30.416,-89.4885,45911,G2800450,2A,G2201030,23.90859278
Perry,Perry,Perry County,42099,PA,Pennsylvania,40.3984,-77.2623,45879,G4200990,4A,G4201330,31.15584398
Windham,Windham,Windham County,50025,VT,Vermont,42.9906,-72.7139,45811,G5000250,5A,G5000270,27.94811158
Bryan,Bryan,Bryan County,40013,OK,Oklahoma,33.9623,-96.2598,45809,G4000130,3A,G4000130,9.456255957
Colquitt,Colquitt,Colquitt County,13071,GA,Georgia,31.1884,-83.7688,45800,G1300710,2A,G1300710,7.532961614
Washington,Washington,Washington Parish,22117,LA,Louisiana,30.8533,-90.0405,45794,G2201170,2A,G2201050,34.78573763
Habersham,Habersham,Habersham County,13137,GA,Georgia,34.631,-83.5311,45767,G1301370,4A,G1301390,32.31103835
Hillsdale,Hillsdale,Hillsdale County,26059,MI,Michigan,41.8878,-84.5929,45673,G2600590,5A,G2600590,2.345427618
Thomas,Thomas,Thomas County,13275,GA,Georgia,30.8637,-83.9193,45669,G1302750,2A,G1300710,17.2917638
Greene,Greene,Greene County,5055,AR,Arkansas,36.1175,-90.5589,45665,G0500550,3A,G0500310,20.71198771
Washington,Washington,Washington County,28151,MS,Mississippi,33.2839,-90.9474,45616,G2801510,3A,G2801510,14.03317188
Hopkins,Hopkins,Hopkins County,21107,KY,Kentucky,37.3088,-87.5408,45432,G2101070,4A,G2101010,35.90908144
Calaveras,Calaveras,Calaveras County,6009,CA,California,38.2046,-120.5541,45349,G0600090,4B,G0601090,15.44060038
Caldwell,Caldwell,Caldwell County,48055,TX,Texas,29.8368,-97.6199,45286,G4800550,2A,G4800550,17.2949549
Chambers,Chambers,Chambers County,48071,TX,Texas,29.7384,-94.6101,45257,G4800710,2A,G4802010,26.2197889
Dunn,Dunn,Dunn County,55033,WI,Wisconsin,44.9466,-91.8964,45254,G5500330,6A,G5500330,4.256869862
Macoupin,Macoupin,Macoupin County,17117,IL,Illinois,39.261,-89.9245,45152,G1701170,4A,G1701350,18.54076589
Warren,Warren,Warren County,28149,MS,Mississippi,32.3573,-90.852,45141,G2801490,3A,G2200650,12.18392899
Lawrence,Lawrence,Lawrence County,18093,IN,Indiana,38.8412,-86.4835,45133,G1800930,4A,G1801050,23.03611331
Henderson,Henderson,Henderson County,21101,KY,Kentucky,37.7958,-87.573,45102,G2101010,4A,G2101010,7.363873069
Itasca,Itasca,Itasca County,27061,MN,Minnesota,47.5095,-93.632,44969,G2700610,7,G2700610,18.95820851
Beaufort,Beaufort,Beaufort County,37013,NC,North Carolina,35.494,-76.8598,44898,G3700130,3A,G3700130,14.16700287
Chilton,Chilton,Chilton County,1021,AL,Alabama,32.8479,-86.7188,44857,G0100210,3A,G0101170,23.31031063
Shelby,Shelby,Shelby County,18145,IN,Indiana,39.5237,-85.7917,44825,G1801450,5A,G1801450,3.836253627
Stephenson,Stephenson,Stephenson County,17177,IL,Illinois,42.3518,-89.6623,44817,G1701770,5A,G1701770,9.186964231
Polk,Polk,Polk County,55095,WI,Wisconsin,45.4614,-92.4414,44806,G5500950,6A,G5500950,20.20511238
Phelps,Phelps,Phelps County,29161,MO,Missouri,37.8772,-91.7923,44692,G2901610,4A,G2901250,17.42672121
Branch,Branch,Branch County,26023,MI,Michigan,41.9161,-85.059,44677,G2600230,5A,G2600230,1.240412722
Delaware,Delaware,Delaware County,36025,NY,New York,42.1981,-74.9665,44644,G3600250,6A,G3601050,36.32611307
Wood,Wood,Wood County,48499,TX,Texas,32.7864,-95.3821,44615,G4804990,3A,G4804990,8.480941294
Stokes,Stokes,Stokes County,37169,NC,North Carolina,36.4019,-80.2397,44588,G3701690,4A,G3700670,18.57034513
McDowell,McDowell,McDowell County,37111,NC,North Carolina,35.6817,-82.0493,44527,G3701110,4A,G3701610,19.24646461
Jefferson,Jefferson,Jefferson County,42065,PA,Pennsylvania,41.1282,-78.9994,44491,G4200650,5A,G4200650,7.751749276
Huntingdon,Huntingdon,Huntingdon County,42061,PA,Pennsylvania,40.417,-77.9812,44458,G4200610,5A,G4200130,24.8835846
Callaway,Callaway,Callaway County,29027,MO,Missouri,38.8355,-91.926,44449,G2900270,4A,G2900190,20.14702983
Barren,Barren,Barren County,21009,KY,Kentucky,36.9656,-85.9337,44277,G2100090,4A,G2100090,4.796274075
Gadsden,Gadsden,Gadsden County,12039,FL,Florida,30.5795,-84.6136,44233,G1200390,2A,G1300870,26.83593528
Holmes,Holmes,Holmes County,39075,OH,Ohio,40.5612,-81.9293,44166,G3900750,5A,G3901690,21.76395134
Siskiyou,Siskiyou,Siskiyou County,6093,CA,California,41.5927,-122.5404,44151,G0600930,5B,G0600930,14.10771631
Kittitas,Kittitas,Kittitas County,53037,WA,Washington,47.1244,-120.6798,44147,G5300370,5B,G5300370,12.10176488
Shenandoah,Shenandoah,Shenandoah County,51171,VA,Virginia,38.8583,-78.5708,44037,G5101710,4A,G5100690,35.41489197
Douglas,Douglas,Douglas County,55031,WI,Wisconsin,46.4329,-91.9162,44034,G5500310,7,G5500310,21.46780999
Kay,Kay,Kay County,40071,OK,Oklahoma,36.818,-97.1439,44019,G4000710,3A,G4000710,6.742223019
Lawrence,Lawrence,Lawrence County,47099,TN,Tennessee,35.2174,-87.3956,43967,G4700990,4A,G0100330,35.66563219
Madison,Madison,Madison County,39097,OH,Ohio,39.894,-83.4002,43947,G3900970,5A,G3901590,23.13587334
Baldwin,Baldwin,Baldwin County,13009,GA,Georgia,33.0693,-83.2496,43876,G1300090,3A,G1300090,5.888599669
Kendall,Kendall,Kendall County,48259,TX,Texas,29.9447,-98.7115,43842,G4802590,2A,G4801710,24.78328205
Pittsburg,Pittsburg,Pittsburg County,40121,OK,Oklahoma,34.9239,-95.7484,43836,G4001210,3A,G4001210,3.758514671
St. Bernard,St. Bernard,St. Bernard Parish,22087,LA,Louisiana,29.8692,-89.5552,43821,G2200870,2A,G2200750,31.83997028
Ravalli,Ravalli,Ravalli County,30081,MT,Montana,46.0817,-114.1207,43790,G3000810,6B,G3000630,57.81060886
Brown,Brown,Brown County,39015,OH,Ohio,38.9338,-83.8673,43694,G3900150,4A,G3900270,33.77484002
Chesterfield,Chesterfield,Chesterfield County,45025,SC,South Carolina,34.6398,-80.1587,43655,G4500250,3A,G4500250,14.86413954
Suwannee,Suwannee,Suwannee County,12121,FL,Florida,30.1956,-82.9915,43514,G1201210,2A,G1200290,39.69756817
Kandiyohi,Kandiyohi,Kandiyohi County,27067,MN,Minnesota,45.1524,-95.0047,43504,G2700670,6A,G2700670,9.20577536
Dubois,Dubois,Dubois County,18037,IN,Indiana,38.3643,-86.8798,43474,G1800370,4A,G1800370,9.483687739
Richmond,Richmond,Richmond County,37153,NC,North Carolina,35.0059,-79.7479,43301,G3701530,3A,G3701530,8.060070716
Bryan,Bryan,Bryan County,13029,GA,Georgia,32.0145,-81.4436,43278,G1300290,2A,G1301790,12.4408663
Cerro Gordo,Cerro Gordo,Cerro Gordo County,19033,IA,Iowa,43.0816,-93.2608,43185,G1900330,6A,G1900330,6.785529762
Highland,Highland,Highland County,39071,OH,Ohio,39.1847,-83.601,43162,G3900710,5A,G3900270,22.32801288
Muscatine,Muscatine,Muscatine County,19139,IA,Iowa,41.4839,-91.1127,43145,G1901390,5A,G1901390,8.487293542
Sullivan,Sullivan,Sullivan County,33019,NH,New Hampshire,43.3613,-72.2221,43105,G3300190,6A,G3300090,19.18550775
Union,Union,Union County,42119,PA,Pennsylvania,40.963,-77.0622,43094,G4201190,5A,G4201090,16.86425995
DeKalb,DeKalb,DeKalb County,18033,IN,Indiana,41.3976,-84.9991,43059,G1800330,5A,G1800330,7.708479233
Camden,Camden,Camden County,29029,MO,Missouri,38.027,-92.766,43053,G2900290,4A,G2901310,15.77031848
Coffee,Coffee,Coffee County,13069,GA,Georgia,31.5493,-82.8492,43048,G1300690,3A,G1300690,4.987890282
Jackson,Jackson,Jackson County,37099,NC,North Carolina,35.2876,-83.1408,42983,G3700990,4A,G3701130,19.75433488
Stephens,Stephens,Stephens County,40137,OK,Oklahoma,34.4856,-97.8515,42983,G4001370,3A,G4001370,7.572301324
Pettis,Pettis,Pettis County,29159,MO,Missouri,38.7283,-93.2851,42919,G2901590,4A,G2901590,7.688633803
Miller,Miller,Miller County,5091,AR,Arkansas,33.3124,-93.8921,42875,G0500910,3A,G0500910,12.165869
Fulton,Fulton,Fulton County,39051,OH,Ohio,41.6018,-84.1301,42709,G3900510,5A,G2600910,18.7485311
St. John the Baptist,St. John the Baptist,St. John the Baptist Parish,22095,LA,Louisiana,30.1264,-90.4709,42704,G2200950,2A,G2200510,18.20375478
Polk,Polk,Polk County,13233,GA,Georgia,34.0018,-85.1881,42692,G1302330,3A,G1301150,24.12970029
Vance,Vance,Vance County,37181,NC,North Carolina,36.3649,-78.4079,42650,G3701810,4A,G3700770,8.38051447
Douglas,Douglas,Douglas County,53017,WA,Washington,47.7361,-119.6918,42622,G5300170,5B,G5300250,32.32818594
